STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DASF,DASF_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDEV,MDEV_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES
USW00094728,5/9/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,"T,,0,2400",0,",,0,",0,",,0,",222,",,0",111,",,0",,,,,,,,,,,,,,,,,,,,,,,1750,",,X",,,,,,,1949,",,X",,,,,,,,,,,,,653,",,X",150,",,X",,,,,180,"W,,X",,,,,,,40,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,5/10/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",66,",,0,2400",0,",,0,",0,",,0,",150,",,0",94,",,0",,,,,,,,,,,,,,,,,,,,,,,2250,",,X",,,,,,,2157,",,X",,,,,,,,,,,,,0,",,X",60,",,X",,,,,45,"W,,X",,,,,,,63,",,X",,,,,82,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,5/11/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",8,",,0,2400",0,",,0,",0,",,0,",139,",,0",89,",,0",,,,,,,,,,,,,,,,,,,,,,,450,",,X",,,,,,,542,",,X",,,,,,,,,,,,,0,",,X",80,",,X",,,,,45,"W,,X",,,,,,,72,",,X",,,,,113,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,5/12/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",3,",,0,2400",0,",,0,",0,",,0,",167,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,2050,",,X",,,,,,,1634,",,X",,,,,,,,,,,,,31,",,X",,,,,,,270,"W,,X",,,,,,,,,,,,,41,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,5/13/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",222,",,0",128,",,0",,,,,,,,,,,,,,,,,,,,,,,850,",,X",,,,,,,1815,",,X",,,,,,,,,,,,,552,",,X",,,,,,,90,"W,,X",,,,,,,,,,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,5/14/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,"T,,0,2400",0,",,0,",0,",,0,",189,",,0",106,",,0",,,,,,,,,,,,,,,,,,,,,,,1450,",,X",,,,,,,1203,",,X",,,,,,,,,,,,,400,",,X",150,",,X",,,,,135,"W,,X",,,,,,,40,",,X",,,,,67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,5/15/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",13,",,0,2400",0,",,0,",0,",,0,",211,",,0",111,",,0",,,,,,,,,,,,,,,,,,,,,,,1750,",,X",,,,,,,1529,",,X",,,,,,,,,,,,,162,",,X",,,,,,,45,"W,,X",,,,,,,,,,,,,51,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,5/16/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",267,",,0",106,",,0",,,,,,,,,,,,,,,,,,,,,,,1150,",,X",,,,,,,1254,",,X",,,,,,,,,,,,,704,",,X",220,",,X",,,,,225,"W,,X",,,,,,,40,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,5/17/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",107,",,0,2400",0,",,0,",0,",,0,",189,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,650,",,X",,,,,,,612,",,X",,,,,,,,,,,,,5,",,X",60,",,X",,,,,45,"W,,X",,,,,,,45,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,5/18/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,"T,,0,2400",0,",,0,",0,",,0,",239,",,0",144,",,0",,,,,,,,,,,,,,,,,,,,,,,1550,",,X",,,,,,,2106,",,X",,,,,,,,,,,,,168,",,X",320,",,X",,,,,315,"W,,X",,,,,,,40,",,X",,,,,57,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,5/19/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",46,",,0,2400",0,",,0,",0,",,0,",144,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,650,",,X",,,,,,,1445,",,X",,,,,,,,,,,,,0,",,X",50,",,X",,,,,315,"W,,X",,,,,,,40,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,5/20/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",250,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,1350,",,X",,,,,,,1343,",,X",,,,,,,,,,,,,809,",,X",280,",,X",,,,,270,"W,,X",,,,,,,36,",,X",,,,,57,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,5/21/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",278,",,0",144,",,0",,,,,,,,,,,,,,,,,,,,,,,1450,",,X",,,,,,,2240,",,X",,,,,,,,,,,,,706,",,X",230,",,X",,,,,225,"W,,X",,,,,,,45,",,X",,,,,98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,5/22/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",244,",,0",161,",,0",,,,,,,,,,,,,,,,,,,,,,,1650,",,X",,,,,,,1623,",,X",,,,,,,,,,,,,879,",,X",290,",,X",,,,,270,"W,,X",,,,,,,45,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,5/23/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",233,",,0",133,",,0",,,,,,,,,,,,,,,,,,,,,,,1650,",,X",,,,,,,2058,",,X",,,,,,,,,,,,,833,",,X",160,",,X",,,,,180,"W,,X",,,,,,,45,",,X",,,,,87,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,5/24/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",20,",,0,2400",0,",,0,",0,",,0,",306,",,0",172,",,0",,,,,,,,,,,,,,,,,,,,,,,750,",,X",,,,,,,1416,",,X",,,,,,,,,,,,,786,",,X",220,",,X",,,,,225,"W,,X",,,,,,,72,",,X",,,,,82,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,5/25/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",38,",,0,2400",0,",,0,",0,",,0,",222,",,0",139,",,0",,,,,,,,,,,,,,,,,,,,,,,1150,",,X",,,,,,,1555,",,X",,,,,,,,,,,,,97,",,X",50,",,X",,,,,45,"W,,X",,,,,,,63,",,X",,,,,72,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,5/26/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",71,",,0,2400",0,",,0,",0,",,0,",167,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,250,",,X",,,,,,,246,",,X",,,,,,,,,,,,,70,",,X",50,",,X",,,,,45,"W,,X",,,,,,,45,",,X",,,,,67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,5/27/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",250,",,0",133,",,0",,,,,,,,,,,,,,,,,,,,,,,1750,",,X",,,,,,,1751,",,X",,,,,,,,,,,,,587,",,X",140,",,X",,,,,135,"W,,X",,,,,,,45,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,5/28/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",25,",,0,2400",0,",,0,",0,",,0,",200,",,0",128,",,0",,,,,,,,,,,,,,,,,,,,,,,2250,",,X",,,,,,,2001,",,X",,,,,,,,,,,,,125,",,X",180,",,X",,,,,135,"W,,X",,,,,,,54,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,5/29/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",173,",,0,2400",0,"T,,0,",0,",,0,",267,",,0",144,",,0",,,,,,,,,,,,,,,,,,,,,,,550,",,X",,,,,,,2108,",,X",,,,,,,,,,,,,92,",,X",170,",,X",,,,,180,"W,,X",,,,,,,54,",,X",,,,,87,",,X",,,,,,,1,",,0",,,1,",,0",,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,5/30/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",222,",,0",167,",,0",,,,,,,,,,,,,,,,,,,,,,,1250,",,X",,,,,,,1448,",,X",,,,,,,,,,,,,350,",,X",300,",,X",,,,,315,"W,,X",,,,,,,54,",,X",,,,,77,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,5/31/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",300,",,0",167,",,0",,,,,,,,,,,,,,,,,,,,,,,1950,",,X",,,,,,,1939,",,X",,,,,,,,,,,,,892,",,X",250,",,X",,,,,270,"W,,X",,,,,,,40,",,X",,,,,57,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/1/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",300,",,0",200,",,0",,,,,,,,,,,,,,,,,,,,,,,1650,",,X",,,,,,,2232,",,X",,,,,,,,,,,,,814,",,X",160,",,X",,,,,180,"W,,X",,,,,,,45,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/2/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,"T,,0,2400",0,",,0,",0,",,0,",256,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,1550,",,X",,,,,,,1652,",,X",,,,,,,,,,,,,36,",,X",170,",,X",,,,,180,"W,,X",,,,,,,40,",,X",,,,,67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/3/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",64,",,0,2400",0,",,0,",0,",,0,",283,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,1750,",,X",,,,,,,1952,",,X",,,,,,,,,,,,,220,",,X",190,",,X",,,,,180,"W,,X",,,,,,,40,",,X",,,,,123,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/4/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",272,",,0",183,",,0",,,,,,,,,,,,,,,,,,,,,,,1150,",,X",,,,,,,1013,",,X",,,,,,,,,,,,,537,",,X",350,",,X",,,,,360,"W,,X",,,,,,,54,",,X",,,,,82,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/5/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",283,",,0",172,",,0",,,,,,,,,,,,,,,,,,,,,,,2150,",,X",,,,,,,2045,",,X",,,,,,,,,,,,,897,",,X",210,",,X",,,,,180,"W,,X",,,,,,,45,",,X",,,,,77,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/6/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",10,",,0,2400",0,",,0,",0,",,0,",278,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,1650,",,X",,,,,,,1256,",,X",,,,,,,,,,,,,588,",,X",130,",,X",,,,,180,"W,,X",,,,,,,45,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,6/7/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",28,",,0,2400",0,",,0,",0,",,0,",306,",,0",183,",,0",,,,,,,,,,,,,,,,,,,,,,,650,",,X",,,,,,,1402,",,X",,,,,,,,,,,,,417,",,X",360,",,X",,,,,315,"W,,X",,,,,,,45,",,X",,,,,67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/8/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",3,",,0,2400",0,",,0,",0,",,0,",300,",,0",167,",,0",,,,,,,,,,,,,,,,,,,,,,,2050,",,X",,,,,,,1848,",,X",,,,,,,,,,,,,577,",,X",350,",,X",,,,,360,"W,,X",,,,,,,54,",,X",,,,,82,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/9/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",233,",,0",150,",,0",,,,,,,,,,,,,,,,,,,,,,,650,",,X",,,,,,,305,",,X",,,,,,,,,,,,,709,",,X",20,",,X",,,,,360,"W,,X",,,,,,,54,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/10/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,"T,,0,2400",0,",,0,",0,",,0,",233,",,0",167,",,0",,,,,,,,,,,,,,,,,,,,,,,1450,",,X",,,,,,,1205,",,X",,,,,,,,,,,,,63,",,X",140,",,X",,,,,135,"W,,X",,,,,,,36,",,X",,,,,57,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/11/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",278,",,0",167,",,0",,,,,,,,,,,,,,,,,,,,,,,2150,",,X",,,,,,,439,",,X",,,,,,,,,,,,,281,",,X",140,",,X",,,,,135,"W,,X",,,,,,,36,",,X",,,,,62,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/12/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",251,",,0,2400",0,",,0,",0,",,0,",217,",,0",144,",,0",,,,,,,,,,,,,,,,,,,,,,,1350,",,X",,,,,,,1416,",,X",,,,,,,,,,,,,7,",,X",10,",,X",,,,,360,"W,,X",,,,,,,54,",,X",,,,,93,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/13/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",5,",,0,2400",0,",,0,",0,",,0,",211,",,0",144,",,0",,,,,,,,,,,,,,,,,,,,,,,1250,",,X",,,,,,,339,",,X",,,,,,,,,,,,,26,",,X",50,",,X",,,,,360,"W,,X",,,,,,,54,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/14/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",3,",,0,2400",0,",,0,",0,",,0,",233,",,0",161,",,0",,,,,,,,,,,,,,,,,,,,,,,2150,",,X",,,,,,,2125,",,X",,,,,,,,,,,,,36,",,X",310,",,X",,,,,315,"W,,X",,,,,,,36,",,X",,,,,51,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/15/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",272,",,0",156,",,0",,,,,,,,,,,,,,,,,,,,,,,2250,",,X",,,,,,,1053,",,X",,,,,,,,,,,,,638,",,X",130,",,X",,,,,270,"W,,X",,,,,,,40,",,X",,,,,62,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/16/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",294,",,0",167,",,0",,,,,,,,,,,,,,,,,,,,,,,2350,",,X",,,,,,,2125,",,X",,,,,,,,,,,,,831,",,X",220,",,X",,,,,225,"W,,X",,,,,,,40,",,X",,,,,67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/17/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",306,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,1150,",,X",,,,,,,1311,",,X",,,,,,,,,,,,,905,",,X",210,",,X",,,,,225,"W,,X",,,,,,,45,",,X",,,,,67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/18/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",322,",,0",200,",,0",,,,,,,,,,,,,,,,,,,,,,,50,",,X",,,,,,,41,",,X",,,,,,,,,,,,,899,",,X",230,",,X",,,,,225,"W,,X",,,,,,,40,",,X",,,,,72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/19/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",339,",,0",222,",,0",,,,,,,,,,,,,,,,,,,,,,,1450,",,X",,,,,,,1406,",,X",,,,,,,,,,,,,906,",,X",240,",,X",,,,,270,"W,,X",,,,,,,54,",,X",,,,,77,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/20/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",350,",,0",217,",,0",,,,,,,,,,,,,,,,,,,,,,,2250,",,X",,,,,,,2233,",,X",,,,,,,,,,,,,885,",,X",50,",,X",,,,,45,"W,,X",,,,,,,94,",,X",,,,,129,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/21/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,"T,,0,2400",0,",,0,",0,",,0,",233,",,0",167,",,0",,,,,,,,,,,,,,,,,,,,,,,850,",,X",,,,,,,1423,",,X",,,,,,,,,,,,,40,",,X",50,",,X",,,,,45,"W,,X",,,,,,,98,",,X",,,,,134,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/22/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",112,",,0,2400",0,",,0,",0,",,0,",239,",,0",161,",,0",,,,,,,,,,,,,,,,,,,,,,,1850,",,X",,,,,,,833,",,X",,,,,,,,,,,,,144,",,X",90,",,X",,,,,45,"W,,X",,,,,,,72,",,X",,,,,103,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/23/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",10,",,0,2400",0,",,0,",0,",,0,",228,",,0",172,",,0",,,,,,,,,,,,,,,,,,,,,,,850,",,X",,,,,,,832,",,X",,,,,,,,,,,,,182,",,X",50,",,X",,,,,45,"W,,X",,,,,,,80,",,X",,,,,103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/24/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",5,",,0,2400",0,",,0,",0,",,0,",239,",,0",178,",,0",,,,,,,,,,,,,,,,,,,,,,,2250,",,X",,,,,,,2257,",,X",,,,,,,,,,,,,110,",,X",50,",,X",,,,,45,"W,,X",,,,,,,63,",,X",,,,,82,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/25/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",20,",,0,2400",0,",,0,",0,",,0,",267,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,250,",,X",,,,,,,1732,",,X",,,,,,,,,,,,,248,",,X",40,",,X",,,,,135,"W,,X",,,,,,,58,",,X",,,,,93,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,6/26/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",3,",,0,2400",0,",,0,",0,",,0,",272,",,0",206,",,0",,,,,,,,,,,,,,,,,,,,,,,1850,",,X",,,,,,,2042,",,X",,,,,,,,,,,,,174,",,X",100,",,X",,,,,135,"W,,X",,,,,,,76,",,X",,,,,103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,6/27/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",18,",,0,2400",0,",,0,",0,",,0,",217,",,0",150,",,0",,,,,,,,,,,,,,,,,,,,,,,1050,",,X",,,,,,,953,",,X",,,,,,,,,,,,,107,",,X",60,",,X",,,,,45,"W,,X",,,,,,,112,",,X",,,,,170,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00094728,6/28/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",233,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,1650,",,X",,,,,,,1649,",,X",,,,,,,,,,,,,831,",,X",150,",,X",,,,,135,"W,,X",,,,,,,54,",,X",,,,,82,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/29/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",278,",,0",139,",,0",,,,,,,,,,,,,,,,,,,,,,,2250,",,X",,,,,,,1303,",,X",,,,,,,,,,,,,828,",,X",200,",,X",,,,,180,"W,,X",,,,,,,58,",,X",,,,,82,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,6/30/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",283,",,0",178,",,0",,,,,,,,,,,,,,,,,,,,,,,1350,",,X",,,,,,,1745,",,X",,,,,,,,,,,,,750,",,X",170,",,X",,,,,180,"W,,X",,,,,,,67,",,X",,,,,103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00094728,7/1/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",127,",,0,2400",0,",,0,",0,",,0,",267,",,0",206,",,0",,,,,,,,,,,,,,,,,,,,,,,1450,",,X",,,,,,,1501,",,X",,,,,,,,,,,,,194,",,X",200,",,X",,,,,180,"W,,X",,,,,,,63,",,X",,,,,87,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,7/2/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",20,",,0,2400",0,",,0,",0,",,0,",256,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,2350,",,X",,,,,,,1613,",,X",,,,,,,,,,,,,212,",,X",330,",,X",,,,,315,"W,,X",,,,,,,67,",,X",,,,,87,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00094728,7/3/1995,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",0,",,0,2400",0,",,0,",0,",,0,",278,",,0",156,",,0",,,,,,,,,,,,,,,,,,,,,,,2050,",,X",,,,,,,10,",,X",,,,,,,,,,,,,902,",,X",170,",,X",,,,,360,"W,,X",,,,,,,54,",,X",,,,,82,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
