STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMC,ACMC_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSC,ACSC_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGB,FRGB_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,FRTH,FRTH_ATTRIBUTES,GAHT,GAHT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFI,WDFI_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFI,WSFI_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00003813,8/17/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,311,",,0",217,",,0",,,,,,,,,,,,,,,,,13,",,X",1508,",,X",,,,,,,,,1516,",,W",,,,,,,,,267,",,W",,,,,,,250,",,X",270,",,X",,,,,,,0,",,0",,,49,",,X",58,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/18/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",8,",,0,2400",,,,,333,",,0",222,",,0",,,,,,,,,,,,,,,,,13,",,X",1908,",,X",,,,,,,,,1942,",,W",,,,,,,,,278,",,W",,,,,,,100,",,X",150,",,X",,,,,,,0,",,0",,,98,",,X",112,",,X",,,,,,,1,",,0",1,",,X",1,",,0",,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,8/19/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,333,",,0",206,",,0",,,,,,,,,,,,,,,,,13,",,X",2208,",,X",,,,,,,,,2207,",,W",,,,,,,,,272,",,W",,,,,,,60,",,X",70,",,X",,,,,,,0,",,0",,,49,",,X",63,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/20/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",8,",,0,2400",,,,,306,",,0",200,",,0",,,,,,,,,,,,,,,,,40,",,X",1603,",,X",,,,,,,,,1322,",,W",,,,,,,,,256,",,W",,,,,,,90,",,X",90,",,X",,,,,,,0,",,0",,,76,",,X",98,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,8/21/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,311,",,0",161,",,0",,,,,,,,,,,,,,,,,25,",,X",1007,",,X",,,,,,,,,1141,",,W",,,,,,,,,239,",,W",,,,,,,90,",,X",80,",,X",,,,,,,0,",,0",,,80,",,X",98,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/22/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,328,",,0",167,",,0",,,,,,,,,,,,,,,,,14,",,X",1145,",,X",,,,,,,,,1100,",,W",,,,,,,,,250,",,W",,,,,,,70,",,X",60,",,X",,,,,,,0,",,0",,,58,",,X",67,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/23/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,333,",,0",167,",,0",,,,,,,,,,,,,,,,,8,",,X",1755,",,X",,,,,,,,,1754,",,W",,,,,,,,,250,",,W",,,,,,,130,",,X",130,",,X",,,,,,,0,",,0",,,40,",,X",49,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/24/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,339,",,0",178,",,0",,,,,,,,,,,,,,,,,12,",,X",1436,",,X",,,,,,,,,1527,",,W",,,,,,,,,261,",,W",,,,,,,120,",,X",170,",,X",,,,,,,0,",,0",,,45,",,X",63,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/25/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,356,",,0",200,",,0",,,,,,,,,,,,,,,,,24,",,X",1523,",,X",,,,,,,,,1555,",,W",,,,,,,,,278,",,W",,,,,,,360,",,X",10,",,X",,,,,,,0,",,0",,,67,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/26/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,383,",,0",206,",,0",,,,,,,,,,,,,,,,,32,",,X",1514,",,X",,,,,,,,,1539,",,W",,,,,,,,,294,",,W",,,,,,,330,",,X",290,",,X",,,,,,,0,",,0",,,72,",,X",89,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/27/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,372,",,0",222,",,0",,,,,,,,,,,,,,,,,21,",,X",1355,",,X",,,,,,,,,1354,",,W",,,,,,,,,300,",,W",,,,,,,290,",,X",290,",,X",,,,,,,0,",,0",,,63,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/28/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,378,",,0",183,",,0",,,,,,,,,,,,,,,,,17,",,X",1433,",,X",,,,,,,,,1401,",,W",,,,,,,,,283,",,W",,,,,,,260,",,X",170,",,X",,,,,,,0,",,0",,,67,",,X",94,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/29/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,378,",,0",194,",,0",,,,,,,,,,,,,,,,,12,",,X",1311,",,X",,,,,,,,,1521,",,W",,,,,,,,,289,",,W",,,,,,,260,",,X",300,",,X",,,,,,,0,",,0",,,49,",,X",63,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/30/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,367,",,0",217,",,0",,,,,,,,,,,,,,,,,14,",,X",1327,",,X",,,,,,,,,1326,",,W",,,,,,,,,294,",,W",,,,,,,160,",,X",150,",,X",,,,,,,0,",,0",,,67,",,X",94,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,8/31/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,367,",,0",217,",,0",,,,,,,,,,,,,,,,,26,",,X",1202,",,X",,,,,,,,,1202,",,W",,,,,,,,,294,",,W",,,,,,,280,",,X",290,",,X",,,,,,,0,",,0",,,67,",,X",89,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/1/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",3,",,0,2400",,,,,361,",,0",233,",,0",,,,,,,,,,,,,,,,,20,",,X",1603,",,X",,,,,,,,,1559,",,W",,,,,,,,,300,",,W",,,,,,,270,",,X",260,",,X",,,,,,,0,",,0",,,94,",,X",116,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/2/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,306,",,0",211,",,0",,,,,,,,,,,,,,,,,21,",,X",1541,",,X",,,,,,,,,1540,",,W",,,,,,,,,261,",,W",,,,,,,190,",,X",180,",,X",,,,,,,0,",,0",,,58,",,X",72,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/3/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",1227,",,0,2400",,,,,233,",,0",189,",,0",,,,,,,,,,,,,,,,,64,",,X",1124,",,X",,,,,,,,,1014,",,W",,,,,,,,,211,",,W",,,,,,,360,",,X",10,",,X",,,,,,,0,",,0",,,165,",,X",210,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/4/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,344,",,0",178,",,0",,,,,,,,,,,,,,,,,12,",,X",1646,",,X",,,,,,,,,1227,",,W",,,,,,,,,261,",,W",,,,,,,100,",,X",250,",,X",,,,,,,0,",,0",,,45,",,X",58,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/5/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,333,",,0",178,",,0",,,,,,,,,,,,,,,,,10,",,X",1513,",,X",,,,,,,,,1238,",,W",,,,,,,,,256,",,W",,,,,,,130,",,X",150,",,X",,,,,,,0,",,0",,,45,",,X",58,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/6/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,322,",,0",200,",,0",,,,,,,,,,,,,,,,,13,",,X",1702,",,X",,,,,,,,,2040,",,W",,,,,,,,,261,",,W",,,,,,,140,",,X",150,",,X",,,,,,,0,",,0",,,40,",,X",45,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/7/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,339,",,0",200,",,0",,,,,,,,,,,,,,,,,13,",,X",2210,",,X",,,,,,,,,2129,",,W",,,,,,,,,272,",,W",,,,,,,230,",,X",230,",,X",,,,,,,0,",,0",,,40,",,X",58,",,X",,,,,,,1,",,0",1,",,X",,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/8/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,"T,,0,2400",,,,,344,",,0",228,",,0",,,,,,,,,,,,,,,,,42,",,X",1240,",,X",,,,,,,,,1409,",,W",,,,,,,,,289,",,W",,,,,,,270,",,X",290,",,X",,,,,,,0,",,0",,,80,",,X",98,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/9/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,278,",,0",161,",,0",,,,,,,,,,,,,,,,,30,",,X",906,",,X",,,,,,,,,906,",,W",,,,,,,,,222,",,W",,,,,,,80,",,X",80,",,X",,,,,,,0,",,0",,,80,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003813,9/10/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,267,",,0",117,",,0",,,,,,,,,,,,,,,,,16,",,X",1228,",,X",,,,,,,,,1221,",,W",,,,,,,,,194,",,W",,,,,,,110,",,X",110,",,X",,,,,,,0,",,0",,,63,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003813,9/11/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,272,",,0",128,",,0",,,,,,,,,,,,,,,,,8,",,X",1237,",,X",,,,,,,,,1236,",,W",,,,,,,,,200,",,W",,,,,,,150,",,X",140,",,X",,,,,,,0,",,0",,,40,",,X",49,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/12/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,289,",,0",156,",,0",,,,,,,,,,,,,,,,,6,",,X",1456,",,X",,,,,,,,,1330,",,W",,,,,,,,,222,",,W",,,,,,,220,",,X",210,",,X",,,,,,,0,",,0",,,36,",,X",45,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/13/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,306,",,0",144,",,0",,,,,,,,,,,,,,,,,11,",,X",1537,",,X",,,,,,,,,1356,",,W",,,,,,,,,228,",,W",,,,,,,110,",,X",150,",,X",,,,,,,0,",,0",,,40,",,X",58,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/14/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,311,",,0",167,",,0",,,,,,,,,,,,,,,,,18,",,X",1544,",,X",,,,,,,,,1555,",,W",,,,,,,,,239,",,W",,,,,,,120,",,X",120,",,X",,,,,,,0,",,0",,,49,",,X",63,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/15/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,317,",,0",178,",,0",,,,,,,,,,,,,,,,,27,",,X",1623,",,X",,,,,,,,,1135,",,W",,,,,,,,,250,",,W",,,,,,,80,",,X",140,",,X",,,,,,,0,",,0",,,58,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/16/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,317,",,0",189,",,0",,,,,,,,,,,,,,,,,21,",,X",1635,",,X",,,,,,,,,1635,",,W",,,,,,,,,256,",,W",,,,,,,100,",,X",100,",,X",,,,,,,0,",,0",,,58,",,X",67,",,X",,,,,,,1,",,0",1,",,X",,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/17/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,306,",,0",194,",,0",,,,,,,,,,,,,,,,,20,",,X",1629,",,X",,,,,,,,,1612,",,W",,,,,,,,,250,",,W",,,,,,,80,",,X",60,",,X",,,,,,,0,",,0",,,45,",,X",58,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/18/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",56,",,0,2400",,,,,256,",,0",217,",,0",,,,,,,,,,,,,,,,,30,",,X",1454,",,X",,,,,,,,,1446,",,W",,,,,,,,,239,",,W",,,,,,,60,",,X",70,",,X",,,,,,,0,",,0",,,76,",,X",98,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/19/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",3,",,0,2400",,,,,294,",,0",222,",,0",,,,,,,,,,,,,,,,,25,",,X",1755,",,X",,,,,,,,,1745,",,W",,,,,,,,,261,",,W",,,,,,,70,",,X",60,",,X",,,,,,,0,",,0",,,49,",,X",67,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/20/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",15,",,0,2400",,,,,294,",,0",228,",,0",,,,,,,,,,,,,,,,,19,",,X",1633,",,X",,,,,,,,,1632,",,W",,,,,,,,,261,",,W",,,,,,,110,",,X",110,",,X",,,,,,,0,",,0",,,49,",,X",58,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/21/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",13,",,0,2400",,,,,300,",,0",233,",,0",,,,,,,,,,,,,,,,,21,",,X",1602,",,X",,,,,,,,,1601,",,W",,,,,,,,,267,",,W",,,,,,,270,",,X",270,",,X",,,,,,,0,",,0",,,63,",,X",72,",,X",,,,,,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/22/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,328,",,0",233,",,0",,,,,,,,,,,,,,,,,21,",,X",1337,",,X",,,,,,,,,1508,",,W",,,,,,,,,283,",,W",,,,,,,330,",,X",340,",,X",,,,,,,0,",,0",,,49,",,X",63,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/23/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,300,",,0",206,",,0",,,,,,,,,,,,,,,,,34,",,X",1009,",,X",,,,,,,,,1032,",,W",,,,,,,,,256,",,W",,,,,,,80,",,X",70,",,X",,,,,,,0,",,0",,,80,",,X",94,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/24/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,289,",,0",178,",,0",,,,,,,,,,,,,,,,,27,",,X",1501,",,X",,,,,,,,,1500,",,W",,,,,,,,,233,",,W",,,,,,,70,",,X",70,",,X",,,,,,,0,",,0",,,67,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,9/25/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,294,",,0",156,",,0",,,,,,,,,,,,,,,,,24,",,X",1301,",,X",,,,,,,,,1356,",,W",,,,,,,,,228,",,W",,,,,,,90,",,X",60,",,X",,,,,,,0,",,0",,,72,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003813,9/26/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,311,",,0",194,",,0",,,,,,,,,,,,,,,,,30,",,X",1547,",,X",,,,,,,,,1115,",,W",,,,,,,,,256,",,W",,,,,,,80,",,X",90,",,X",,,,,,,0,",,0",,,67,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003813,9/27/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,317,",,0",228,",,0",,,,,,,,,,,,,,,,,19,",,X",1216,",,X",,,,,,,,,1215,",,W",,,,,,,,,272,",,W",,,,,,,100,",,X",100,",,X",,,,,,,0,",,0",,,58,",,X",67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003813,9/28/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,"T,,0,2400",,,,,289,",,0",228,",,0",,,,,,,,,,,,,,,,,22,",,X",1434,",,X",,,,,,,,,2056,",,W",,,,,,,,,261,",,W",,,,,,,80,",,X",130,",,X",,,,,,,0,",,0",,,40,",,X",45,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/29/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",386,",,0,2400",,,,,250,",,0",217,",,0",,,,,,,,,,,,,,,,,33,",,X",2212,",,X",,,,,,,,,1829,",,W",,,,,,,,,233,",,W",,,,,,,90,",,X",90,",,X",,,,,,,0,",,0",,,76,",,X",94,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,9/30/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",188,",,0,2400",,,,,222,",,0",211,",,0",,,,,,,,,,,,,,,,,51,",,X",1120,",,X",,,,,,,,,1119,",,W",,,,,,,,,217,",,W",,,,,,,110,",,X",120,",,X",,,,,,,0,",,0",,,89,",,X",112,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,10/1/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,317,",,0",206,",,0",,,,,,,,,,,,,,,,,32,",,X",1557,",,X",,,,,,,,,1556,",,W",,,,,,,,,261,",,W",,,,,,,330,",,X",340,",,X",,,,,,,0,",,0",,,58,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003813,10/2/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,"T,,0,2400",,,,,267,",,0",172,",,0",,,,,,,,,,,,,,,,,30,",,X",1000,",,X",,,,,,,,,1000,",,W",,,,,,,,,222,",,W",,,,,,,60,",,X",70,",,X",,,,,,,0,",,0",,,67,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,10/3/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,289,",,0",189,",,0",,,,,,,,,,,,,,,,,17,",,X",1454,",,X",,,,,,,,,1513,",,W",,,,,,,,,239,",,W",,,,,,,130,",,X",160,",,X",,,,,,,0,",,0",,,58,",,X",63,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,10/4/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,",,0,2400",,,,,300,",,0",222,",,0",,,,,,,,,,,,,,,,,17,",,X",1716,",,X",,,,,,,,,1446,",,W",,,,,,,,,261,",,W",,,,,,,110,",,X",80,",,X",,,,,,,0,",,0",,,40,",,X",49,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00003813,10/5/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,"T,,0,2400",,,,,300,",,0",200,",,0",,,,,,,,,,,,,,,,,26,",,X",1600,",,X",,,,,,,,,1559,",,W",,,,,,,,,250,",,W",,,,,,,100,",,X",100,",,X",,,,,,,0,",,0",,,63,",,X",72,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,10/6/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",0,"T,,0,2400",,,,,250,",,0",194,",,0",,,,,,,,,,,,,,,,,34,",,X",1038,",,X",,,,,,,,,2059,",,W",,,,,,,,,222,",,W",,,,,,,80,",,X",70,",,X",,,,,,,0,",,0",,,63,",,X",72,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,
USW00003813,10/7/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",236,",,0,2400",,,,,306,",,0",206,",,0",,,,,,,,,,,,,,,,,23,",,X",1945,",,X",,,,,,,,,1947,",,W",,,,,,,,,256,",,W",,,,,,,280,",,X",260,",,X",,,,,,,0,",,0",,,63,",,X",76,",,X",,,,,,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00003813,10/8/1998,32.68889,-83.65296,104.5,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",3,",,0,2400",,,,,272,",,0",161,",,0",,,,,,,,,,,,,,,,,25,",,X",1756,",,X",,,,,,,,,1756,",,W",,,,,,,,,217,",,W",,,,,,,330,",,X",320,",,X",,,,,,,0,",,0",,,72,",,X",89,",,X",,,,,,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
