STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDEV,MDEV_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV07,WV07_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00024157,2/10/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,T0,0,0,56,0,-28,0,,,,,,,,,,,,,31,X,,,,,,,2240,X,,,,,,,,,,,,,,,,,,,,,,,,,140,X,140,X,,,,,,,0,0,,,63,X,76,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,0,,,,,,,,,,,,,,
USW00024157,2/11/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,13,2400,0,0,0,0,72,0,22,0,,,,,,,,,,,,,38,X,,,,,,,1329,X,,,,,,,,,,,,,,,,,,,,,,,,,230,X,210,X,,,,,,,0,0,,,72,X,80,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,2/12/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,127,2400,0,T0,0,0,56,0,17,0,,,,,,,,,,,,,55,X,,,,,,,2301,X,,,,,,,,,,,,,,,,,,,,,,,,,220,X,210,X,,,,,,,0,0,,,112,X,134,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,,,,,,,,,
USW00024157,2/13/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,0,0,0,78,0,-6,0,,,,,,,,,,,,,59,X,,,,,,,648,X,,,,,,,,,,,,,,,,,,,,,,,,,210,X,220,X,,,,,,,0,0,,,107,X,116,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,2/14/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,20,2400,0,0,0,0,56,0,-11,0,,,,,,,,,,,,,37,X,,,,,,,1005,X,,,,,,,,,,,,,,,,,,,,,,,,,60,X,50,X,,,,,,,0,0,,,72,X,80,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,2/15/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,61,2400,3,0,0,T0,44,0,6,0,,,,,,,,,,,,,22,X,,,,,,,1115,X,,,,,,,,,,,,,,,,,,,,,,,,,240,X,210,X,,,,,,,0,0,,,45,X,58,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,1,X,,,,,,,,,,
USW00024157,2/16/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,83,0,6,0,,,,,,,,,,,,,33,X,,,,,,,2131,X,,,,,,,,,,,,,,,,,,,,,,,,,60,X,60,X,,,,,,,0,0,,,58,X,67,X,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,1,X,,,,,,,,,,
USW00024157,2/17/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,94,0,-17,0,,,,,,,,,,,,,26,X,,,,,,,924,X,,,,,,,,,,,,,,,,,,,,,,,,,60,X,50,X,,,,,,,0,0,,,58,X,67,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,2/18/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,106,0,-6,0,,,,,,,,,,,,,30,X,,,,,,,1412,X,,,,,,,,,,,,,,,,,,,,,,,,,190,X,170,X,,,,,,,0,0,,,72,X,103,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,2/19/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,100,0,28,0,,,,,,,,,,,,,36,X,,,,,,,150,X,,,,,,,,,,,,,,,,,,,,,,,,,130,X,130,X,,,,,,,0,0,,,63,X,72,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,2/20/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,8,2400,0,0,0,0,106,0,33,0,,,,,,,,,,,,,40,X,,,,,,,2142,X,,,,,,,,,,,,,,,,,,,,,,,,,200,X,200,X,,,,,,,0,0,,,139,X,152,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,2/21/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,74,2400,0,0,0,0,83,0,28,0,,,,,,,,,,,,,84,X,,,,,,,715,X,,,,,,,,,,,,,,,,,,,,,,,,,210,X,220,X,,,,,,,0,0,,,139,X,170,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,2/22/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,78,0,-6,0,,,,,,,,,,,,,60,X,,,,,,,1430,X,,,,,,,,,,,,,,,,,,,,,,,,,220,X,210,X,,,,,,,0,0,,,103,X,107,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,2/23/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,T0,0,0,78,0,-17,0,,,,,,,,,,,,,34,X,,,,,,,2003,X,,,,,,,,,,,,,,,,,,,,,,,,,340,X,310,X,,,,,,,0,0,,,63,X,72,X,,,,,1,0,,,,,1,X,1,0,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,1,X,,,,,,,,,,
USW00024157,2/24/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,72,0,-39,0,,,,,,,,,,,,,29,X,,,,,,,1628,X,,,,,,,,,,,,,,,,,,,,,,,,,290,X,280,X,,,,,,,0,0,,,63,X,72,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,2/25/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,23,2400,23,0,0,0,44,0,-39,0,,,,,,,,,,,,,34,X,,,,,,,1416,X,,,,,,,,,,,,,,,,,,,,,,,,,200,X,210,X,,,,,,,0,0,,,67,X,76,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,,,,,,,,,,,,
USW00024157,2/26/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,T0,25,0,0,0,-56,0,,,,,,,,,,,,,26,X,,,,,,,416,X,,,,,,,,,,,,,,,,,,,,,,,,,220,X,220,X,,,,,,,0,0,,,63,X,67,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,,,,,,,,,,,,
USW00024157,2/27/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,25,2400,15,0,0,T0,44,0,-44,0,,,,,,,,,,,,,20,X,,,,,,,1308,X,,,,,,,,,,,,,,,,,,,,,,,,,40,X,40,X,,,,,,,0,0,,,58,X,63,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,1,X,,,,,,,,,,
USW00024157,2/28/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,T0,0,0,33,0,-50,0,,,,,,,,,,,,,26,X,,,,,,,821,X,,,,,,,,,,,,,,,,,,,,,,,,,50,X,60,X,,,,,,,0,0,,,58,X,72,X,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,1,X,1,X,,,,,,,,
USW00024157,3/1/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,25,2400,13,0,0,T0,61,0,6,0,,,,,,,,,,,,,25,X,,,,,,,2300,X,,,,,,,,,,,,,,,,,,,,,,,,,50,X,60,X,,,,,,,0,0,,,49,X,63,X,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,,,,,,,,,
USW00024157,3/2/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,48,2400,0,0,0,0,78,0,22,0,,,,,,,,,,,,,45,X,,,,,,,1648,X,,,,,,,,,,,,,,,,,,,,,,,,,210,X,210,X,,,,,,,0,0,,,67,X,76,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,1,X,,,,,,,,,,
USW00024157,3/3/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,T0,0,0,50,0,-17,0,,,,,,,,,,,,,46,X,,,,,,,345,X,,,,,,,,,,,,,,,,,,,,,,,,,210,X,210,X,,,,,,,0,0,,,98,X,112,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,,,,,,,,,
USW00024157,3/4/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,T0,0,0,28,0,-39,0,,,,,,,,,,,,,28,X,,,,,,,257,X,,,,,,,,,,,,,,,,,,,,,,,,,220,X,220,X,,,,,,,0,0,,,76,X,89,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,,,,,,,,,,,,
USW00024157,3/5/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,3,2400,3,0,0,T0,50,0,-28,0,,,,,,,,,,,,,25,X,,,,,,,1650,X,,,,,,,,,,,,,,,,,,,,,,,,,30,X,30,X,,,,,,,0,0,,,63,X,72,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,,,,,,,,,,,,
USW00024157,3/6/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,39,0,-50,0,,,,,,,,,,,,,30,X,,,,,,,1350,X,,,,,,,,,,,,,,,,,,,,,,,,,10,X,30,X,,,,,,,0,0,,,72,X,107,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/7/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,44,0,-17,0,,,,,,,,,,,,,40,X,,,,,,,845,X,,,,,,,,,,,,,,,,,,,,,,,,,150,X,140,X,,,,,,,0,0,,,72,X,80,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/8/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,38,2400,30,0,0,0,22,0,-6,0,,,,,,,,,,,,,36,X,,,,,,,18,X,,,,,,,,,,,,,,,,,,,,,,,,,60,X,60,X,,,,,,,0,0,,,63,X,72,X,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,1,X,,,,,,,,,,
USW00024157,3/9/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,33,2400,0,T0,0,0,72,0,-6,0,,,,,,,,,,,,,55,X,,,,,,,1626,X,,,,,,,,,,,,,,,,,,,,,,,,,220,X,220,X,,,,,,,0,0,,,112,X,130,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,3/10/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,0,0,0,89,0,-6,0,,,,,,,,,,,,,25,X,,,,,,,1545,X,,,,,,,,,,,,,,,,,,,,,,,,,60,X,50,X,,,,,,,0,0,,,58,X,67,X,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,1,X,,,,,,,,,,
USW00024157,3/11/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,122,0,28,0,,,,,,,,,,,,,27,X,,,,,,,1802,X,,,,,,,,,,,,,,,,,,,,,,,,,30,X,30,X,,,,,,,0,0,,,49,X,63,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,1,X,,,,,,,,,,
USW00024157,3/12/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,161,0,17,0,,,,,,,,,,,,,41,X,,,,,,,1409,X,,,,,,,,,,,,,,,,,,,,,,,,,30,X,50,X,,,,,,,0,0,,,67,X,76,X,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/13/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,189,0,44,0,,,,,,,,,,,,,37,X,,,,,,,719,X,,,,,,,,,,,,,,,,,,,,,,,,,50,X,70,X,,,,,,,0,0,,,63,X,76,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/14/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,150,0,50,0,,,,,,,,,,,,,46,X,,,,,,,1242,X,,,,,,,,,,,,,,,,,,,,,,,,,210,X,200,X,,,,,,,0,0,,,76,X,94,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,1,X,,,,,,,,,,
USW00024157,3/15/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,0,0,0,144,0,22,0,,,,,,,,,,,,,46,X,,,,,,,1515,X,,,,,,,,,,,,,,,,,,,,,,,,,210,X,200,X,,,,,,,0,0,,,76,X,98,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,3/16/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,8,2400,0,T0,0,0,117,0,-6,0,,,,,,,,,,,,,63,X,,,,,,,1226,X,,,,,,,,,,,,,,,,,,,,,,,,,280,X,280,X,,,,,,,0,0,,,143,X,174,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,0,,,,,,,,,,,,,,
USW00024157,3/17/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,8,2400,0,0,0,0,100,0,-17,0,,,,,,,,,,,,,20,X,,,,,,,1615,X,,,,,,,,,,,,,,,,,,,,,,,,,60,X,40,X,,,,,,,0,0,,,80,X,103,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,3/18/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,100,0,-6,0,,,,,,,,,,,,,18,X,,,,,,,2349,X,,,,,,,,,,,,,,,,,,,,,,,,,150,X,150,X,,,,,,,0,0,,,49,X,49,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/19/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,117,0,-17,0,,,,,,,,,,,,,10,X,,,,,,,30,X,,,,,,,,,,,,,,,,,,,,,,,,,160,X,150,X,,,,,,,0,0,,,45,X,49,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/20/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,144,0,6,0,,,,,,,,,,,,,18,X,,,,,,,744,X,,,,,,,,,,,,,,,,,,,,,,,,,60,X,60,X,,,,,,,0,0,,,58,X,63,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/21/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,3,2400,0,0,0,0,161,0,56,0,,,,,,,,,,,,,44,X,,,,,,,1518,X,,,,,,,,,,,,,,,,,,,,,,,,,210,X,220,X,,,,,,,0,0,,,98,X,107,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,3/22/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,25,2400,0,0,0,0,156,0,67,0,,,,,,,,,,,,,51,X,,,,,,,1312,X,,,,,,,,,,,,,,,,,,,,,,,,,200,X,200,X,,,,,,,0,0,,,130,X,143,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,3/23/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,109,2400,0,0,0,0,106,0,50,0,,,,,,,,,,,,,38,X,,,,,,,1946,X,,,,,,,,,,,,,,,,,,,,,,,,,220,X,220,X,,,,,,,0,0,,,89,X,107,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,3/24/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,150,0,28,0,,,,,,,,,,,,,34,X,,,,,,,1117,X,,,,,,,,,,,,,,,,,,,,,,,,,210,X,270,X,,,,,,,0,0,,,76,X,89,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,1,X,,,,,,,,,,
USW00024157,3/25/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,0,0,0,139,0,22,0,,,,,,,,,,,,,55,X,,,,,,,1628,X,,,,,,,,,,,,,,,,,,,,,,,,,230,X,220,X,,,,,,,0,0,,,103,X,116,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,3/26/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,8,2400,0,0,0,0,94,0,0,0,,,,,,,,,,,,,84,X,,,,,,,1646,X,,,,,,,,,,,,,,,,,,,,,,,,,250,X,250,X,,,,,,,0,0,,,134,X,170,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,3/27/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,78,0,-17,0,,,,,,,,,,,,,55,X,,,,,,,1335,X,,,,,,,,,,,,,,,,,,,,,,,,,220,X,200,X,,,,,,,0,0,,,89,X,116,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/28/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,94,0,-39,0,,,,,,,,,,,,,42,X,,,,,,,1218,X,,,,,,,,,,,,,,,,,,,,,,,,,360,X,30,X,,,,,,,0,0,,,98,X,107,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/29/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,106,0,-33,0,,,,,,,,,,,,,45,X,,,,,,,1115,X,,,,,,,,,,,,,,,,,,,,,,,,,20,X,30,X,,,,,,,0,0,,,76,X,94,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/30/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,106,0,-22,0,,,,,,,,,,,,,38,X,,,,,,,1416,X,,,,,,,,,,,,,,,,,,,,,,,,,200,X,190,X,,,,,,,0,0,,,67,X,80,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,3/31/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,106,0,17,0,,,,,,,,,,,,,22,X,,,,,,,1807,X,,,,,,,,,,,,,,,,,,,,,,,,,330,X,320,X,,,,,,,0,0,,,40,X,45,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,4/1/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,0,0,0,122,0,11,0,,,,,,,,,,,,,24,X,,,,,,,1618,X,,,,,,,,,1608,W,,,,,,,,,67,W,,,,,280,X,290,X,,,,,,,0,0,,,63,X,76,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,4/2/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,117,0,-11,0,,,,,,,,,,,,,19,X,,,,,,,1730,X,,,,,,,,,1409,W,,,,,,,,,56,W,,,,,250,X,230,X,,,,,,,0,0,,,49,X,67,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,1,X,,,,,,,,,,
USW00024157,4/3/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,0,0,0,139,0,-17,0,,,,,,,,,,,,,25,X,,,,,,,1841,X,,,,,,,,,1840,W,,,,,,,,,61,W,,,,,220,X,220,X,,,,,,,0,0,,,72,X,80,X,,,,,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,4/4/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,5,2400,0,0,0,0,106,0,61,0,,,,,,,,,,,,,37,X,,,,,,,1445,X,,,,,,,,,1436,W,,,,,,,,,83,W,,,,,220,X,230,X,,,,,,,0,0,,,67,X,80,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,1,X,,,,,,,,,,
USW00024157,4/5/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,5,2400,0,0,0,0,89,0,44,0,,,,,,,,,,,,,32,X,,,,,,,640,X,,,,,,,,,617,W,,,,,,,,,67,W,,,,,200,X,210,X,,,,,,,0,0,,,58,X,67,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,1,X,,,,,,,,,,
USW00024157,4/6/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,30,2400,0,0,0,0,111,0,22,0,,,,,,,,,,,,,21,X,,,,,,,2301,X,,,,,,,,,1248,W,,,,,,,,,67,W,,,,,170,X,50,X,,,,,,,0,0,,,40,X,49,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,4/7/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,T02400,0,0,0,0,128,0,0,0,,,,,,,,,,,,,47,X,,,,,,,1740,X,,,,,,,,,1410,W,,,,,,,,,67,W,,,,,230,X,230,X,,,,,,,0,0,,,103,X,125,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,
USW00024157,4/8/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,0,2400,0,0,0,0,94,0,-22,0,,,,,,,,,,,,,29,X,,,,,,,1408,X,,,,,,,,,1026,W,,,,,,,,,39,W,,,,,210,X,220,X,,,,,,,0,0,,,63,X,76,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024157,4/9/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,25,2400,0,T0,0,0,122,0,0,0,,,,,,,,,,,,,21,X,,,,,,,1745,X,,,,,,,,,1750,W,,,,,,,,,61,W,,,,,160,X,210,X,,,,,,,0,0,,,76,X,107,X,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,0,,,,,,,,,,,,,,
USW00024157,4/10/1998,47.62168,-117.52796,717.7,SPOKANE INTERNATIONAL AIRPORT WA US,48,2400,0,0,0,0,150,0,28,0,,,,,,,,,,,,,44,X,,,,,,,1701,X,,,,,,,,,1700,W,,,,,,,,,89,W,,,,,250,X,250,X,,,,,,,0,0,,,143,X,170,X,,,,,1,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,X,,,,,,,,,,
